"LabCode/Ref","Site (from main datasheet + 14c-palaeolithic)","Site_ID (from main datasheet)","Layer/Context (from main datasheet)","Additional info on layer/context not originally in the datasheet","TaxUnit (from main datasheet)","Conv_C14_date","Conv_std","AMS_C14_date","AMS_Pm/Std","OSL/TL date","Std-dev","Dated material","Dated species","Informaton on pretreatment","Source (Database/Literature)","Org. Lit. Reference (if given)","Other comments/observation",
"Beta-244004","Cingle de l'Aigua","CingledelAigua","Unit II",,"Recent Epimadalenian, Sauveterroid",,,10520,60,,,"charcoal","Pinus",,"Radiocarbon Palaeolithic Europe Database v27","Monroig D.R. 2010. Zephyrus 66: 209-218."," CA'06 A4 Capa4 sc9",
"Beta-265699","Cova dels Blaus","NA","Uniy IVC-ly1-3",,"Magdalenian, Epimagdalenian",,,10650,50,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Yravedra Sainz de los Terrreros J. 2001. Prehistoria y Arqueologia 14: 47-78. Didac Roman Monroig 2017. Pyrenae  48: 7-44,",,
"OxA-8659","Filador","NA","error","8,9","Epipaleolithic/Epimagdalenian",10880,60,,,,,"charcoal",,,"García-Argüelles et al. 2005","García-Argüelles et al. 2005",,
"OxA-8660","Filador","NA","error","8,9","Epipaleolithic/Epimagdalenian",11000,55,,,,,"charcoal",,,"García-Argüelles et al. 2005","García-Argüelles et al. 2005",,
"AA-13412","Filador","NA","Unit 6/5",,"Sauveterrian/Sauveterroid",,,9988,97,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Soto A. 2015, Munibe 67: 295-312. Garcia-Arguelles Andrieu P. et al. TRABAJOS DE PREHISTORIA 62, n.o 1, 2005, pp. 65 a 83",,
"AA-8647","Filador","NA","Unit 6/5",,"Sauveterrian",,,9988,97,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Cava Almuzara A. 2004. Saldvie 4: 17-40. Morales J.I. e.a. 2013.. TP 70:54-75. https://sites.google.com/ehu.eus/c14peninsulaiberica/dataciones-14. Soto A. e.a. Trab. Prehist., 2019. 76. 29-47,",,
"KN-5843","Friesack 27a","Friesack27a",,"(Schichtkomplexe 3-1)","Maglemose",,,9480,60,,,"charcoal",,,"Groß 2014","Groß 2014",,
"KN-5844","Friesack 27a","Friesack27a",,"(Schichtkomplexe 3-1)","Maglemose",,,9940,60,,,"charcoal",,,"Groß 2014","Groß 2014",,
"KN-5845(?)","Friesack 27a","Friesack27a",,"(Schichtkomplexe 3-1)","Maglemose",,,9530,55,,,"charcoal",,,"Groß 2014","Groß 2014",,
"GrN-16507","Geldrop Mie Peels","GeldropMiePeels","single occupation layer",,"Epi-Ahrensburgian",10090,110,,,,,"charcoal","Pine",,"Radiocarbon Palaeolithic Europe Database v27","Deeben Jos 1994. Archeologie 5",,
"OxA-2563","Geldrop Mie Peels","GeldropMiePeels","single occupation layer",,"Epi-Ahrensburgian",,,10610,100,,,"charcoal","Pine",,"Radiocarbon Palaeolithic Europe Database v27","Deeben Jos 1994. Archeologie 5","1985/2",
"LTL-1215A","Grotta del Clusantin","GrottaClusantin","SU 4 (+12, 13, 15)",,"Epîgravettian 2",,,11879,85,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Naudinot N.e.a. 2014. JAS ip.",,
"LTL-1216A","Grotta del Clusantin","GrottaClusantin","SU 4 (+12, 13, 15)",,"Epîgravettian 2",,,12256,85,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Naudinot N.e.a. 2014. JAS ip.",,
"LTL-430A","Grotta del Clusantin","GrottaClusantin","SU 4 (+12, 13, 15)",,"Epîgravettian 2",,,12004,60,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Naudinot N.e.a. 2014. JAS ip.",,
"ETH-4246/uz-2423","Grotte de Bichon","GrottedeBichon",,,"Final Palaeolithic, Azilian",,,11680,120,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Morel, P. 1992. David G. 1996. Gallia Prehistoire 38: 111-248. F.-X. Chauvière (Ed.), La grotte du Bichon. Un site préhistorique des montagnes neuchâteloises, Neuchâtel, Office et musée cantonal d'archéologie, Hauterive (2008)",,
"ETH-4245/UZ-2422","Grotte de Bichon","GrottedeBichon",,,"Final Palaeolithic, Azilian",,,10950,180,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Morel, P. 1992. David G. 1996. Gallia Prehistoire 38: 111-248. F.-X. Chauvière (Ed.), La grotte du Bichon. Un site préhistorique des montagnes neuchâteloises, Neuchâtel, Office et musée cantonal d'archéologie, Hauterive (2008)",,
"OxA-13595","Hort de la Boquera","HortdelaBoquera","Unit II",,"Epipaleolithic/Epimagdalenian",,,12250,60,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Fullola i Perricot J.  2006. ERAUL 115: 129-133. Fullola  JM. e.a.2012. QI 272-273: 55-74. Bronk Ramsey C. e.a. Archaeometry 57, 1 (2015) 177-216."," from lower part of level",
"Ly-1108","Hostim","Hostim",,,"Magdalenian",12420,470,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Valoch 1996",,
"B-948","Jägerhaushöhle (Schicht 13)","JagerhaushohleSchicht13",13,,"Mesolithic",9600,100,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Lanting and van der Plicht 1998",,
"B-952","Jägerhaushöhle (Schicht 13)","JagerhaushohleSchicht13",13,,"Mesolithic",9700,120,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Lanting and van der Plicht 1998",,
"B-950","Jägerhaushöhle (Schicht 13)","JagerhaushohleSchicht13",13,,"Mesolithic",9870,120,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Lanting and van der Plicht 1998",,
"B-947","Jägerhaushöhle (Schicht 13)","JagerhaushohleSchicht13",13,,"Mesolithic",9950,100,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Lanting and van der Plicht 1998",,
"Wk-4219","Lapa do Picareiro","NA","F/G",,"Magdalenian",11780,90,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Bicho N.F. 1999. Eraul 90: 55.  Benedetti MM Geoarchaeology. 2019;34:698–726."," from F, D6",
"UG-20480","Lapa do Picareiro","NA","F/G",,"Magdalenian",,,11760,30,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Bicho N.F. 1999. Eraul 90: 55.  Benedetti MM Geoarchaeology. 2019;34:698–726."," from F, ZZ10",
"GrN-18377","Lapa dos Coelhos","LapadosCoelhos4","SU 4",,"Upper Magdalenian",12240,60,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Aubry T e.a..  2006. ERAUL 115:  135-145.",,
"Lyon-206","Le Closeau","LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36","Locus 14,20,25,26,34,36",,"Late Azilian",10650,75,,,,,"charcoal",,,"Bodu and Valentin 1997","Bodu and Valentin 1997",,
"Lyon-7189","Le Closeau","LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36","Locus 14,20,25,26,34,36",,"Late Azilian",10670,110,,,,,"charcoal",,,"Bodu and Valentin 1997","Bodu and Valentin 1997",,
"Lyon-7190","Le Closeau","LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36","Locus 14,20,25,26,34,36",,"Late Azilian",10470,110,,,,,"charcoal",,,"Bodu and Valentin 1997","Bodu and Valentin 1997",,
"LYON 570 (OxA)","Le Closeau","LeCloseauLocus4","lower",,"Federmesser lower (Azilien)",,,11275,85,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Bodu,P.,Que sont devenus les Magdaléniens du Bassin parisien? Quelques éléments de réponse sur le gisement azilien du CloseauIn : Valentin,B...p.315-339. Mevel L. 2013. BSPF 110: 657-689.",,
"KIA-20343","Le Regole 3","NA",,,"Late Epigravettian/Early Sauveterrian",,,9737,42,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Dalmmeri G. e.a. 2004. Studi Trent. Sci. Nat., Preistoria Alpina, 40: 5-26.",,
"GrN-2314","Milheeze Hutseberg","MilheezeHutseberg1,MilheezeHutseberg2","two concentrations",,"Tongerian Federmesser",10880,125,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Lanting J.N. & Van der Plicht J. 1995/1996. Palaeohistoria 37/38: 71-126.",,
"GifA-101038","Molí del Salt","NA","Unit B2",,"Final Magdalenian",,,12510,100,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","http://www.tdx.cesca.es/TESIS_URV/AVAILABLE/TDX-1103103-113135//Capitulo_3_1_3_2_3_3.pdf",,
"GifA-101037","Molí del Salt","NA","Unit B1",,"Epipaleolithic/Epimagdalenian",,,11940,100,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","http://www.tdx.cesca.es/TESIS_URV/AVAILABLE/TDX-1103103-113135//Capitulo_3_1_3_2_3_3.pdf",,
"UBAR-97","Nerja","NA","Mina 16",,"Upper Magdalenian",11850,190,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Journal of World Prehistory 12, 1998: 121-198, Jorda Pardo J. e. a. 2008. UNED1: 239-256.",,
"UGRA-147","Nerja","NA","Mina 16",,"Upper Magdalenian",12060,150,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Journal of World Prehistory 12, 1998: 121-198, Jorda Pardo J. e. a. 2008. UNED1: 239-256.",,
"UGRA-98","Nerja","NA","Mina 16",,"Upper Magdalenian",12270,220,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Journal of World Prehistory 12, 1998: 121-198, Jorda Pardo J. e. a. 2008. UNED1: 239-256.",,
"Gif-5102","Oscura de Ania","NA","Unit 0b",,"Ancient Cantabiran Azilian",11880,200,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Adan Alvarez G et al. 2005. L'Anthropologie 109: 499-519.",,
"OxA-13597","Parco","ParcoII","Unit II",,"Very final Upper Magdalenian",,,12995,50,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Bronk Ramsey C. et al. 2002. Archaeometry 44: 1-149.",,
"GrN-14828","Pekárna Cave","Pekarna",,,"Magdalenian, Epi-Magdalenian",12670,80,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Djindjian F., J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin, Paris.",,
"GrN-25096","Peña 14","Pena14","Level d",,"Sauveterrian/Sauveterroid Epipaleolithic",10160,130,,,,,"charcoal",,,"Soto, A., Alday, A., Mangado, X., & Montes, L. (2016). Epipaleolítico y Mesolítico en la vertiente sur de los Pirineos desde la perspectiva de la industria lítica. Munibe Antropologia-Arkeologia, 67, 295–312. https://doi.org/10.21630/maa.2016.67.mis01","Soto, A., Alday, A., Mangado, X., & Montes, L. (2016). Epipaleolítico y Mesolítico en la vertiente sur de los Pirineos desde la perspectiva de la industria lítica. Munibe Antropologia-Arkeologia, 67, 295–312. https://doi.org/10.21630/maa.2016.67.mis01",,
"GrN-26001","Peña 14","Pena14","Level d",,"Sauveterrian/Sauveterroid Epipaleolithic",10430,190,,,,,"charcoal",,,"Soto, A., Alday, A., Mangado, X., & Montes, L. (2016). Epipaleolítico y Mesolítico en la vertiente sur de los Pirineos desde la perspectiva de la industria lítica. Munibe Antropologia-Arkeologia, 67, 295–312. https://doi.org/10.21630/maa.2016.67.mis01","Soto, A., Alday, A., Mangado, X., & Montes, L. (2016). Epipaleolítico y Mesolítico en la vertiente sur de los Pirineos desde la perspectiva de la industria lítica. Munibe Antropologia-Arkeologia, 67, 295–312. https://doi.org/10.21630/maa.2016.67.mis01",,
"R-2715","Plan de Frea IV","NA","3BIV",,"Early Sauveterrian",9663,392,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Avigliano R. 2000. JQS 15: 789-803.",,
"R-2665","Plan de Frea IV","NA","3BIV",,"Early Sauveterrian",9558,90,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Avigliano R. 2000. JQS 15: 789-803.",,
"R-2713","Plan de Frea IV","NA","3BIV",,"Early Sauveterrian",9883,68,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Avigliano R. 2000. JQS 15: 789-803.",,
"R-1850","Riparo Biarzo","Biarzolayer5","SU 5",,"Late Epigravettian ",11150,150,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Cattani L., 1985.GAMFSNU, 7 :137-146. Naudinot N. JAS 2014. ip.",,
"KIA-20341","Riparo Dalmeri","RiparoDalmeripossiblylayer15","SU 15a-65",,"Late Epigravettian ",,,11450,50,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Dalmeri D. e.a; 2006. L'Anthropologie 110: 510-529.",,
"R-657","Riparo Dalmeri","RiparoDalmeriUpperlayers","SSUU 14,26b",,"Late Epigravettian ",11250,100,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Dalmeri G. e.a. 2006 L’anthropologie 110:  510-529",,
"KI-3634","Riparo Dalmeri","RiparoDalmeriUpperlayers","SSUU 14,26b",,"Late Epigravettian ",,,11260,100,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Dalmeri G. e.a. 2006 L’anthropologie 110:  510-529",,
"R-426R","Riparo Dalmeri","RiparoDalmeriUpperlayers","SSUU 14,26b",,"Late Epigravettian ",11000,115,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Montoya C. 2004. Thèse Aix-marseillle I",,
"UtC-6777","Riparo Dalmeri","RiparoDalmeriUpperlayers","SSUU 14,26b",,"Late Epigravettian ",,,11100,60,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Montoya C. 2004. Thèse Aix-marseillle I",,
"R-1146A","Riparo di Romagnano","RomagnanoLocIIIlayerAE","AE",,"Early Mesolithic , Sauveterrian",9580,250,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Broglio 1980. Avigliano R. 2000. JQS 15: 789-803.",,
"R-1147","Riparo di Romagnano, Loc III","RomagnanoLocIIIlayerAE","AF",,"Final Epigravettian",9830,90,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Broglio A. & Kozlowski S.K., 1983. Preistoria Alpina, 19: 93-148. Avigliano R. 2000. JQS 15: 789-803.",,
"UtC-9286","Riparo La Cogola","LaCogolaSU19","SU 19",,"Late Epigravettian ",,,10380,70,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Peresani M. et al. 1999-2000. Rivista di Sccienze Preistoriche 50:103-132. Dalmeri G. 2004. Studi Trent. Sci. Nat., Preistoria Alpina, 40: 91-98.",,
"UtC-9287","Riparo La Cogola","LaCogolaSU19","SU 19",,"Late Epigravettian ",,,10640,60,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Peresani M. et al. 1999-2000. Rivista di Sccienze Preistoriche 50:103-132. Dalmeri G. 2004. Studi Trent. Sci. Nat., Preistoria Alpina, 40: 91-98.",,
"UtC-9285","Riparo La Cogola","LaCogolaSU18","SU 18",,"Early Mesolithic",,,9820,60,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Dalmeri G. 2004. Studi Trent. Sci. Nat., Preistoria Alpina, 40: 91-98.",,
"UtC-1771","Riparo Villabruna","VillabrunaLayers17u16,Villabrunalayers17u16","from 17 to 10",,"Late Epigravettian",,,11910,160,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27",,"No literature?",
"R-2023","Riparo Villabruna","VillabrunaLayers17u16,Villabrunalayers17u16","from 17 to 10",,"Final Epigravettian 2",12040,150,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Naudinot N. JAS 2014. ip.",,
"Beta-415532","Rocher de l'Impératrice","Imperatrice",,,"Early Azilian",,,12460,50,,,"charcoal",,,"Naudinot et al. 2017","Naudinot et al. 2017",,
"Beta-415533","Rocher de l'Impératrice","Imperatrice",,,"Early Azilian",,,12380,50,,,"charcoal",,,"Naudinot et al. 2017","Naudinot et al. 2017",,
"Beta-415531","Rocher de l'Impératrice","Imperatrice",,,"Early Azilian",,,12060,40,,,"charcoal",,,"Naudinot et al. 2017","Naudinot et al. 2017",,
"Beta-244009","Roureda","Roureda","II",,"Early  Epigravettian",,,11350,70,,,"charcoal","Pinus",,"Radiocarbon Palaeolithic Europe Database v27","Roman Monroig D.2010. Pyrenae 41:  7-28, Didac Roman Monroig 2017. Pyrenae  48: 7-44,",,
"RICH-20143","Ruien","NA","two concentrations (coeval, cf refitting)",,"Epi-Ahrensburgian",,,10962,48,,,"charcoal","Stone-built hearth",,"Crombe et al. 2014","Crombe et al. 2014",,
"RICH-20142","Ruien","NA","two concentrations (coeval, cf refitting)",,"Epi-Ahrensburgian",,,10843,50,,,"charcoal","Stone-built hearth",,"Crombe et al. 2014","Crombe et al. 2014",,
"Beta-131579","Santa Maira","NA","Unit 5",,"Upper Magdalenian, Final Upper Magdalenian",11620,150,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Aura J.E. e.a. 2007 Saguntum 39: 175-178. Vadillo Conesa M. e.a. Zephyrus, LXXXIII, enero-junio 2019, 39-57.",,
"Beta-131579","Santa Maira",,"Unit 5",,"Upper Magdalenian, Final Upper Magdalenian",11620,150,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Aura J.E. e.a. 2007 Saguntum 39: 175-178. Vadillo Conesa M. e.a. Zephyrus, LXXXIII, enero-junio 2019, 39-57.",,
"CAR-930","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9660,110,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-928","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9670,120,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-928","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9670,120,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-930","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9660,110,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-930","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9660,110,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-928","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9670,120,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-930","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9660,110,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-928","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9670,120,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-930","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9660,110,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-928","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9670,120,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-930","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9660,110,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-928","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9670,120,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-928","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9670,120,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-930","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9660,110,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"K-2509","Trollesgave","Trollesgave",,,"Brommean",11100,160,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Terbergen et al. 2004. Eiszeitalter un Gegenwart 54: 138-175.",,
"K-2641","Trollesgave","Trollesgave",,,"Brommean",11070,120,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Terbergen et al. 2004. Eiszeitalter un Gegenwart 54: 138-175.",,
"K-2509","Trollesgave","Trollesgave",,,"Brommean",11100,160,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Terbergen et al. 2004. Eiszeitalter un Gegenwart 54: 138-175.",,
"K-2641","Trollesgave","Trollesgave",,,"Brommean",11070,120,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Terbergen et al. 2004. Eiszeitalter un Gegenwart 54: 138-175.",,
"K-2641","Trollesgave","Trollesgave",,,"Brommean",11070,120,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Terbergen et al. 2004. Eiszeitalter un Gegenwart 54: 138-175.",,
"K-2509","Trollesgave","Trollesgave",,,"Brommean",11100,160,,,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Terbergen et al. 2004. Eiszeitalter un Gegenwart 54: 138-175.",,
"AAR-16019","Trollesgave","Trollesgave",,,"Brommean",,,10826,49,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Terbergen et al. 2004. Eiszeitalter un Gegenwart 54: 138-175.",,
"AAR-16019","Trollesgave","Trollesgave",,,"Brommean",,,10826,49,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Terbergen et al. 2004. Eiszeitalter un Gegenwart 54: 138-175.",,
"AAR-16019","Trollesgave","Trollesgave",,,"Brommean",,,10826,49,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Terbergen et al. 2004. Eiszeitalter un Gegenwart 54: 138-175.",,
"AAR-16019","Trollesgave","Trollesgave",,,"Brommean",,,10826,49,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Terbergen et al. 2004. Eiszeitalter un Gegenwart 54: 138-175.",,
"AAR-16019","Trollesgave","Trollesgave",,,"Brommean",,,10826,49,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Terbergen et al. 2004. Eiszeitalter un Gegenwart 54: 138-175.",,
"AAR-16019","Trollesgave","Trollesgave",,,"Brommean",,,10826,49,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Terbergen et al. 2004. Eiszeitalter un Gegenwart 54: 138-175.",,
"Poz-14891","Wilczyce 10","Wilczyce10",,,"Late Magdalenian",,,13020,60,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Fiedorczuk J. & Schild R. 2002. Recent Studies in the Final Palaeolithic of the European plain: 91-108. Fiedorczuk J. e.a. 2007. Antiquity 81: 97-105. Irish J.D. e.a.  JHE 55 (2008) 736-740, Schild, R., 2014. Taphonomy and chronology of the settlement",,
"Poz-3914","Wilczyce 10","Wilczyce10",,,"Late Magdalenian",,,12960,60,,,"charcoal",,,"Radiocarbon Palaeolithic Europe Database v27","Fiedorczuk J. & Schild R. 2002. Recent Studies in the Final Palaeolithic of the European plain: 91-108. Fiedorczuk J. e.a. 2007. Antiquity 81: 97-105. Irish J.D. e.a.  JHE 55 (2008) 736-740, Schild, R., 2014. Taphonomy and chronology of the settlement",,
